edad;loannumber;times_late;totaldue;loanamount;employment_status_clients_Permanent;termdays;bank_name_clients_GT Bank;times_loaned;referredby;good_bad_flag
34;3;1;24000;20000;1;30;0;2;1;1
36;2;0;13000;10000;1;30;0;1;0;0
52;3;2;13000;10000;1;30;1;2;0;1
30;13;3;34500;30000;1;30;0;12;0;1
39;9;2;39000;30000;1;60;0;8;0;1
38;6;1;24500;20000;1;30;1;5;0;1
33;2;1;13000;10000;0;30;0;1;1;0
47;7;4;34500;30000;1;30;1;6;0;1
35;4;0;24500;20000;1;30;0;3;0;1
37;3;0;13000;10000;1;30;0;2;0;1
31;2;0;13000;10000;1;30;0;1;0;1
37;5;2;18375;15000;1;30;1;4;0;1
49;4;2;13000;10000;0;30;0;3;0;0
39;2;0;11500;10000;1;15;1;1;0;1
59;3;1;11500;10000;1;15;0;2;0;1
38;4;1;13000;10000;1;30;1;3;0;0
46;2;0;13000;10000;1;30;1;1;0;0
31;8;2;34500;30000;0;30;0;7;0;1
33;2;0;13000;10000;1;30;0;1;0;1
29;5;2;24500;20000;0;30;0;4;0;1
44;2;0;11500;10000;0;15;0;1;0;1
36;12;2;48000;40000;1;60;1;11;0;1
41;2;0;11000;10000;1;15;1;1;0;1
43;2;0;13000;10000;0;30;0;1;1;1
31;10;3;16687;15000;1;15;0;9;0;1
42;10;9;11500;10000;1;15;0;9;0;0
33;3;2;13000;10000;1;30;0;2;1;0
33;9;5;34500;30000;1;30;1;8;0;1
41;3;1;13000;10000;1;30;0;2;0;1
35;10;5;34500;30000;1;30;0;9;0;1
32;2;0;13000;10000;1;30;0;1;0;0
45;2;0;13000;10000;1;30;0;1;1;1
35;3;1;11500;10000;1;15;1;2;1;1
34;5;1;24500;20000;1;30;0;4;0;1
29;4;2;24500;20000;1;30;1;3;0;1
37;3;0;11500;10000;0;15;1;2;0;1
33;2;0;11500;10000;0;15;0;1;0;1
27;12;6;24500;20000;0;30;0;11;0;1
44;5;1;11500;10000;1;15;1;4;0;1
46;5;2;24500;20000;1;30;0;4;0;1
33;4;0;13000;10000;1;30;0;3;0;0
36;6;1;34500;30000;0;30;0;5;0;1
36;3;1;11500;10000;1;15;0;2;0;1
37;2;1;13000;10000;1;30;1;1;1;0
35;4;2;11125;10000;1;15;0;3;0;1
42;3;1;13000;10000;1;30;0;2;0;1
42;2;0;13000;10000;1;30;1;1;0;1
41;7;0;39000;30000;1;60;0;6;0;1
37;2;0;13000;10000;0;30;0;1;0;1
28;17;3;48000;40000;1;60;0;16;0;0
40;9;4;48000;40000;0;60;1;8;0;1
41;2;0;13000;10000;0;30;1;1;0;1
38;7;0;39000;30000;1;60;1;6;0;1
31;5;1;12250;10000;1;30;0;4;0;1
42;5;1;24500;20000;1;30;1;4;0;1
51;2;0;13000;10000;1;30;0;1;1;1
35;3;1;11500;10000;1;15;1;2;1;1
32;2;1;13000;10000;1;30;0;1;0;1
36;5;2;24500;20000;1;30;1;4;0;1
33;3;1;13000;10000;1;30;1;2;0;1
36;2;0;13000;10000;1;30;0;1;0;1
32;11;6;36000;30000;1;60;1;10;0;1
40;2;0;11500;10000;1;15;0;1;1;1
32;3;2;11500;10000;1;15;0;2;0;1
36;4;2;12250;10000;1;30;0;3;0;1
35;6;3;16687;15000;1;15;1;5;0;1
36;10;6;24500;20000;0;30;1;9;0;1
27;6;0;34500;30000;0;30;0;5;0;1
41;2;1;13000;10000;1;30;0;1;0;1
37;2;0;11500;10000;1;15;1;1;1;1
31;2;1;13000;10000;0;30;1;1;0;0
42;3;1;13000;10000;1;30;1;2;0;1
58;6;4;34500;30000;1;30;0;5;0;1
41;9;2;34500;30000;0;30;1;8;0;1
43;11;9;48000;40000;1;60;0;10;0;1
31;2;1;13000;10000;1;30;0;1;0;1
56;2;0;13000;10000;1;30;1;1;1;1
37;3;1;11500;10000;1;15;0;2;0;1
40;3;1;13000;10000;1;30;0;2;0;1
38;2;0;13000;10000;1;30;0;1;0;1
36;2;1;13000;10000;1;30;1;1;0;1
35;5;0;24500;20000;1;30;1;4;0;1
33;8;2;39000;30000;1;60;0;7;0;1
34;13;4;44000;40000;1;30;1;12;0;1
34;7;2;34500;30000;1;30;0;6;0;1
56;3;2;13000;10000;1;30;0;2;0;1
38;4;2;11500;10000;0;15;0;3;0;0
30;2;0;12500;10000;1;30;0;1;0;1
32;4;2;12250;10000;1;30;1;3;0;1
46;3;0;13000;10000;0;30;0;2;0;1
59;5;1;13000;10000;1;30;0;4;0;1
29;9;8;44000;40000;0;30;0;8;0;1
39;2;1;13000;10000;0;30;1;1;1;1
44;8;4;34500;30000;1;30;0;7;0;1
30;9;7;11500;10000;0;15;1;8;0;1
33;4;0;22250;20000;1;15;1;3;0;1
33;5;2;22250;20000;0;15;0;4;0;1
30;4;0;24500;20000;1;30;0;3;1;1
34;2;0;13000;10000;0;30;1;1;0;1
30;2;1;13000;10000;0;30;0;1;0;0
42;3;1;13000;10000;1;30;1;2;0;0
36;6;3;11500;10000;0;15;0;5;0;0
32;2;0;11500;10000;1;15;0;1;0;1
49;3;2;11500;10000;1;15;1;2;0;0
40;8;6;44000;40000;1;30;0;7;0;1
37;2;0;11500;10000;0;15;0;1;0;1
37;2;0;13000;10000;0;30;0;1;0;0
38;3;1;11500;10000;1;15;0;2;1;1
30;2;0;13000;10000;1;30;0;1;0;0
35;2;0;13000;10000;1;30;0;1;0;1
39;4;1;24500;20000;1;30;0;3;1;1
33;3;1;13000;10000;1;30;1;2;0;1
36;8;2;34500;30000;1;30;0;7;0;1
33;2;0;11500;10000;1;15;0;1;1;1
31;3;2;11500;10000;1;15;1;2;0;1
37;6;1;24500;20000;0;30;0;5;0;0
40;3;1;13000;10000;0;30;0;2;1;1
42;2;1;13000;10000;0;30;0;1;0;0
39;2;0;13000;10000;0;30;1;1;0;1
34;9;4;23000;20000;1;30;0;8;0;1
37;3;0;13000;10000;1;30;1;2;0;1
33;4;2;13000;10000;0;30;1;3;0;1
40;2;0;13000;10000;1;30;1;1;0;1
42;5;1;24500;20000;1;30;1;4;0;1
43;19;9;52500;50000;1;30;1;18;0;1
27;4;1;12250;10000;1;30;1;3;0;1
57;2;1;13000;10000;1;30;0;1;0;0
35;11;3;34500;30000;1;30;0;10;0;1
37;5;1;22250;20000;1;15;1;4;0;0
35;5;2;24500;20000;1;30;0;4;1;0
41;4;2;13000;10000;1;30;0;3;0;0
39;4;1;11500;10000;1;15;0;3;0;1
38;4;1;24500;20000;1;30;1;3;0;0
38;2;0;13000;10000;1;30;0;1;0;1
35;5;1;22250;20000;0;15;1;4;0;1
42;5;4;24500;20000;1;30;1;4;0;1
42;2;0;11000;10000;1;15;0;1;0;1
30;2;1;11500;10000;1;15;0;1;0;0
34;3;2;13000;10000;1;30;1;2;1;0
47;7;2;24500;20000;1;30;0;6;0;0
33;3;2;22250;20000;0;15;1;2;0;1
33;5;3;24500;20000;1;30;0;4;0;1
36;4;0;11125;10000;1;15;1;3;1;1
36;2;0;13000;10000;1;30;0;1;1;0
30;6;1;34500;30000;1;30;1;5;0;1
35;2;0;13000;10000;1;30;1;1;0;1
42;3;1;24500;20000;0;30;1;2;0;0
30;2;0;13000;10000;0;30;1;1;0;0
38;9;0;34500;30000;1;30;0;8;0;1
34;17;5;52500;50000;1;30;0;16;0;1
37;5;0;24500;20000;1;30;0;4;0;1
44;2;1;13000;10000;1;30;1;1;0;1
37;3;1;11500;10000;1;15;1;2;0;1
45;2;0;13000;10000;0;30;1;1;0;1
30;11;1;44000;40000;1;30;0;10;0;1
32;4;2;13000;10000;1;30;0;3;1;1
38;3;0;13000;10000;1;30;1;2;0;1
36;4;2;24500;20000;1;30;0;3;1;1
31;5;4;22250;20000;1;15;0;4;1;1
36;2;0;13000;10000;1;30;0;1;1;1
49;7;3;11500;10000;1;30;1;6;0;1
40;3;1;11500;10000;1;15;1;2;0;1
36;2;1;13000;10000;1;30;0;1;0;0
43;15;3;52500;50000;1;30;0;14;0;1
32;2;1;13000;10000;0;30;1;1;0;1
36;4;2;11500;10000;1;15;0;3;0;1
32;5;4;11500;10000;1;15;0;4;0;0
34;12;8;34500;30000;1;30;1;10;0;1
36;5;1;39000;30000;1;60;0;4;0;1
32;3;1;11500;10000;1;15;0;2;0;1
40;3;2;11500;10000;1;15;0;2;0;1
44;2;0;13000;10000;1;30;0;1;1;1
43;2;0;13000;10000;1;30;0;1;1;1
43;2;0;13000;10000;1;30;0;1;1;1
44;3;2;11500;10000;1;15;0;2;0;1
35;2;0;13000;10000;1;30;0;1;0;1
49;2;1;13000;10000;0;30;0;1;0;0
50;6;2;24500;20000;1;30;0;5;0;1
40;10;4;13000;10000;0;30;0;9;0;0
33;3;1;11500;10000;1;15;0;2;0;1
40;2;0;11500;10000;0;15;0;1;0;1
38;4;3;11500;10000;1;15;0;3;0;0
36;9;0;34500;30000;1;30;0;8;0;1
38;6;3;11500;10000;1;15;1;5;0;1
32;9;4;28750;25000;1;30;1;8;0;1
47;2;0;11500;10000;0;15;1;1;0;1
36;12;0;44000;40000;1;30;1;11;0;1
37;2;0;13000;10000;1;30;0;1;0;1
36;4;1;13000;10000;1;30;1;3;0;1
37;2;0;11500;10000;1;15;0;1;0;1
44;3;1;13000;10000;1;30;1;2;0;1
35;5;0;24500;20000;0;30;1;4;0;1
45;2;0;13000;10000;1;30;1;1;1;1
30;10;5;23000;20000;1;30;0;9;0;1
33;7;0;21500;20000;1;15;0;6;0;1
37;2;0;11500;10000;0;15;0;1;1;1
37;3;0;11500;10000;0;15;0;2;0;1
38;2;1;11500;10000;1;15;0;1;0;1
38;4;0;24500;20000;1;30;0;3;0;1
34;4;0;24500;20000;1;30;1;3;0;1
38;3;2;22250;20000;1;15;0;2;1;1
32;11;6;34500;30000;1;30;1;10;0;1
44;4;1;24500;20000;1;30;0;3;0;1
36;2;1;13000;10000;0;30;0;1;0;1
29;2;0;13000;10000;1;30;0;1;0;0
39;4;3;11500;10000;1;15;1;3;1;1
35;8;1;39000;30000;1;60;0;7;0;0
54;8;3;34500;30000;0;30;0;7;0;1
31;3;0;13000;10000;1;30;0;2;0;1
34;2;0;11500;10000;0;15;0;1;1;1
37;2;1;11500;10000;0;15;0;1;0;0
26;4;0;21500;20000;1;30;0;3;0;1
39;2;1;11500;10000;0;15;0;1;0;0
52;2;1;13000;10000;1;30;0;1;0;0
54;12;1;44000;40000;0;30;1;11;0;1
31;4;2;13000;10000;1;30;1;3;0;0
44;3;1;13000;10000;1;30;0;2;0;1
52;2;0;13000;10000;1;30;0;0;0;0
38;23;0;62700;60000;1;30;0;22;0;1
29;5;1;24500;20000;1;30;1;4;0;1
33;3;0;13000;10000;1;30;0;2;0;1
53;6;1;24500;20000;1;30;0;5;0;1
36;2;0;13000;10000;1;30;0;1;0;1
41;2;1;13000;10000;1;30;1;1;0;1
42;2;0;13000;10000;1;30;0;1;1;1
42;4;2;24500;20000;0;30;0;3;0;1
43;5;0;24500;20000;0;30;1;4;0;1
36;10;2;39000;30000;1;60;0;9;0;1
46;2;0;13000;10000;1;30;0;1;0;1
44;9;2;34500;30000;1;30;0;8;0;1
45;12;7;44000;40000;1;30;1;11;0;1
35;2;0;13000;10000;1;30;0;1;0;1
39;3;2;13000;10000;1;30;1;2;0;1
48;6;1;24500;20000;1;30;1;5;0;1
41;2;0;13000;10000;0;30;1;1;0;0
42;5;3;24500;20000;1;30;1;4;0;1
42;3;2;13000;10000;1;30;0;2;0;1
36;2;0;17250;15000;1;30;1;0;0;1
42;3;1;13000;10000;1;30;1;2;0;1
28;7;2;13000;10000;1;30;1;6;0;1
38;6;0;16687;15000;1;15;1;5;0;1
41;2;1;13000;10000;0;30;1;1;0;0
45;14;8;44000;40000;0;30;0;13;0;0
35;3;0;11500;10000;1;15;1;2;0;1
42;2;0;13000;10000;1;30;0;1;0;1
33;5;1;16687;15000;1;15;0;3;0;1
36;2;0;13000;10000;1;30;0;1;0;0
32;2;0;13000;10000;1;30;1;1;1;1
36;2;0;11500;10000;0;15;0;1;0;1
37;10;2;44000;40000;1;30;0;9;0;1
35;8;0;34500;30000;1;30;0;7;0;1
36;2;1;11500;10000;1;15;0;1;0;1
36;10;1;21500;20000;1;15;1;9;0;1
35;6;1;24500;20000;0;30;0;5;0;1
33;3;0;13000;10000;1;30;1;2;0;1
36;5;0;22250;20000;0;15;1;4;0;0
39;8;3;48000;40000;1;60;1;7;0;1
44;8;5;34500;30000;1;30;0;7;0;1
35;4;2;24500;20000;0;30;0;3;0;0
41;3;1;13000;10000;1;30;0;2;0;1
39;11;6;34500;30000;1;30;0;10;0;1
32;2;0;11500;10000;1;15;0;1;1;1
34;2;0;13000;10000;1;30;1;1;1;1
37;2;0;13000;10000;1;30;1;1;0;1
38;3;1;13000;10000;1;30;1;2;0;1
30;4;0;24500;20000;1;30;0;3;0;1
33;4;0;39000;30000;0;60;0;3;1;1
35;14;12;44000;40000;1;30;0;13;0;0
37;4;0;24000;20000;1;30;1;3;1;1
37;13;6;55000;50000;0;60;1;12;0;1
45;3;2;13000;10000;1;30;1;2;1;1
28;2;0;13000;10000;0;30;0;1;0;1
34;7;2;11500;10000;1;15;0;6;0;1
44;10;4;34500;30000;1;30;0;9;0;1
44;8;3;12250;10000;0;30;1;7;0;1
37;2;0;13000;10000;1;30;1;1;0;0
41;4;0;18375;15000;1;30;0;3;0;1
31;2;1;13000;10000;1;30;0;1;0;1
38;7;0;39000;30000;1;60;0;6;0;1
30;2;1;13000;10000;1;30;0;1;1;1
43;4;2;34500;30000;1;30;0;3;0;1
46;2;0;11500;10000;1;15;0;1;0;0
51;3;2;13000;10000;1;30;0;2;0;0
39;2;0;11500;10000;1;15;1;1;0;1
38;6;3;13000;10000;1;30;0;5;0;1
38;14;4;44000;40000;0;30;0;13;0;1
30;8;1;48000;40000;0;60;1;7;0;1
36;7;3;22250;20000;1;15;0;6;0;1
35;4;0;24500;20000;1;30;0;3;0;1
39;5;0;22250;20000;1;15;0;4;0;1
35;10;1;48000;40000;0;60;0;9;0;1
38;2;0;13000;10000;1;30;0;1;0;1
38;2;1;11500;10000;1;15;1;1;0;1
36;4;0;16687;15000;1;15;0;3;0;1
43;4;3;22250;20000;0;15;0;3;1;0
41;2;0;13000;10000;1;30;1;1;1;1
41;11;3;34500;30000;1;30;0;10;0;1
33;15;4;52500;50000;1;30;0;14;0;1
34;10;4;44000;40000;1;30;0;9;0;1
51;2;0;13000;10000;1;30;0;1;0;0
29;2;0;13000;10000;1;30;0;1;0;1
39;8;0;34500;30000;1;30;0;7;0;1
38;11;4;57500;50000;1;90;1;10;0;1
27;13;4;11500;10000;0;15;0;12;0;1
38;2;0;11500;10000;1;15;0;1;0;1
31;4;1;24500;20000;1;30;1;3;0;0
48;2;1;11500;10000;1;15;0;1;0;1
40;3;1;11500;10000;1;15;0;2;0;1
32;5;3;13000;10000;1;30;1;4;0;1
37;3;2;11500;10000;0;15;1;2;0;0
31;5;0;24500;20000;1;30;0;4;1;1
30;22;0;68100;60000;1;90;0;21;0;0
44;2;0;13000;10000;1;30;0;1;0;0
29;7;2;11500;10000;1;30;0;6;0;1
29;6;0;24500;20000;1;30;0;5;0;1
29;11;8;34500;30000;0;30;0;10;0;1
35;2;1;12500;10000;1;30;1;1;0;1
29;2;1;13000;10000;1;30;0;1;0;1
35;4;0;24500;20000;1;30;0;3;0;0
36;2;1;11500;10000;0;15;1;1;0;1
40;5;2;24500;20000;1;30;1;4;0;0
40;8;4;11500;10000;1;15;0;7;0;1
46;2;1;13000;10000;1;30;0;1;0;0
46;4;2;22250;20000;1;15;0;3;0;1
32;3;1;13000;10000;1;30;0;2;1;0
38;5;2;11500;10000;0;15;0;4;0;0
33;9;6;34500;30000;0;30;0;8;0;1
33;13;3;33999;30000;1;30;0;12;0;1
42;7;4;13000;10000;1;30;0;6;0;1
47;7;3;34500;30000;1;30;0;6;0;1
33;4;0;11125;10000;1;15;0;3;0;1
29;6;3;11500;10000;0;15;0;5;0;1
38;12;3;34500;30000;1;30;0;11;0;1
32;2;1;13000;10000;1;30;1;1;0;1
45;11;2;34500;30000;1;30;1;10;0;0
44;11;6;34500;30000;1;30;0;10;0;1
35;5;2;11500;10000;1;15;1;4;1;1
33;10;2;36000;30000;1;60;0;9;0;1
36;4;2;24500;20000;1;30;1;3;0;1
44;2;0;11500;10000;1;15;0;1;0;0
37;2;0;13000;10000;1;30;1;1;0;1
33;6;4;34500;30000;0;30;0;5;0;0
34;7;1;34500;30000;0;30;1;6;0;1
43;3;1;13000;10000;1;30;0;2;0;1
42;2;1;11500;10000;1;15;1;1;1;0
38;9;6;11500;10000;1;15;1;8;0;0
38;2;1;13000;10000;1;30;0;1;1;0
42;2;1;13000;10000;0;30;1;1;0;0
37;3;0;13000;10000;1;30;0;2;0;1
37;3;0;13000;10000;1;30;0;2;0;1
50;3;0;13000;10000;1;30;0;2;1;1
33;10;2;39000;30000;1;60;0;9;0;1
29;2;1;11500;10000;1;15;1;1;0;1
38;4;2;13000;10000;1;30;0;3;0;0
27;2;0;13000;10000;0;30;0;1;0;1
36;2;0;13000;10000;1;30;1;1;0;1
44;2;0;13000;10000;1;30;0;1;1;1
34;2;1;11500;10000;0;15;0;1;0;1
42;2;0;13000;10000;1;30;1;1;0;0
45;2;0;13000;10000;1;30;1;1;0;1
31;2;0;13000;10000;1;30;0;1;0;1
32;2;0;13000;10000;1;30;1;1;0;1
35;4;0;24500;20000;1;30;0;3;0;1
34;3;2;11500;10000;0;15;0;2;1;0
40;2;0;13000;10000;1;30;1;1;0;1
32;2;1;11500;10000;0;15;0;1;0;1
36;3;1;22250;20000;1;15;0;2;0;0
35;3;0;13000;10000;1;30;1;2;0;1
49;3;1;13000;10000;0;30;0;2;0;0
36;6;2;22250;20000;0;15;0;5;0;1
29;2;0;13000;10000;1;30;0;1;0;1
36;8;2;24500;20000;1;30;0;7;0;0
35;2;0;13000;10000;1;30;0;1;1;1
46;2;1;13000;10000;1;30;0;1;0;1
31;2;0;13000;10000;1;30;1;1;0;1
39;4;1;13000;10000;1;30;0;3;0;1
46;8;2;24500;20000;1;30;0;7;0;0
36;3;0;13000;10000;1;30;0;2;0;1
35;4;2;24500;20000;0;30;0;3;1;1
28;4;2;11500;10000;0;15;1;3;0;0
48;4;0;24500;20000;1;30;0;3;0;1
35;19;9;48000;40000;1;60;0;18;0;1
30;5;1;13000;10000;1;30;0;4;0;1
27;2;0;11500;10000;1;15;0;1;0;1
32;8;5;11500;10000;1;15;0;7;0;1
28;2;0;13000;10000;1;30;1;1;0;1
35;14;2;44000;40000;1;30;0;13;0;1
41;2;0;13000;10000;0;30;0;1;0;1
35;9;3;34500;30000;0;30;0;8;0;0
30;4;2;13000;10000;1;30;1;3;0;0
35;2;1;11500;10000;0;15;0;1;0;1
29;2;0;13000;10000;0;30;0;1;0;0
42;19;2;20500;20000;0;15;0;18;0;1
39;2;0;13000;10000;1;30;0;1;1;1
47;3;0;24500;20000;1;30;0;1;0;1
30;11;4;57500;50000;1;90;0;10;0;1
47;2;0;11500;10000;1;15;1;1;1;1
43;4;0;24500;20000;1;30;0;3;1;1
36;2;0;11500;10000;1;15;0;1;0;1
28;2;1;11500;10000;0;15;1;1;0;1
41;2;0;11500;10000;1;15;1;1;0;1
48;2;1;11500;10000;1;15;1;1;0;1
33;2;0;13000;10000;0;30;1;1;1;1
43;3;0;13000;10000;1;30;1;2;0;0
26;6;3;11500;10000;0;15;0;5;0;1
32;3;0;13000;10000;0;30;0;2;1;0
39;2;1;13000;10000;1;30;0;1;0;1
28;9;2;36000;30000;0;60;0;8;0;1
36;12;1;34500;30000;1;30;0;11;0;1
29;2;1;13000;10000;1;30;1;1;1;0
34;2;0;13000;10000;1;30;0;1;0;0
48;8;6;16687;15000;1;15;0;7;0;1
47;2;1;13000;10000;1;30;0;1;0;1
30;2;0;13000;10000;1;30;1;1;0;0
30;16;1;20500;20000;0;15;0;15;0;1
35;3;0;24500;20000;1;30;0;2;1;1
32;4;3;11500;10000;1;15;0;3;0;0
45;5;1;24500;20000;1;30;0;4;0;1
32;3;2;13000;10000;1;30;0;2;0;1
32;2;1;11500;10000;1;15;1;1;0;0
31;2;0;11500;10000;1;15;1;1;0;1
33;2;0;11500;10000;1;15;1;1;0;1
27;2;1;13000;10000;1;30;0;1;0;0
37;4;0;24500;20000;1;30;0;3;0;1
37;2;0;11500;10000;1;15;0;1;0;1
38;9;4;48000;40000;1;60;1;8;0;0
30;14;7;44000;40000;1;30;0;13;0;1
54;2;1;11500;10000;1;15;0;1;1;0
33;7;0;28750;25000;0;30;0;6;0;1
37;4;1;11500;10000;1;15;1;3;0;1
34;10;4;48000;40000;1;60;1;9;0;1
32;5;3;22250;20000;1;15;0;4;0;1
34;2;0;11500;10000;1;15;0;1;0;1
31;2;1;13000;10000;1;30;1;1;1;0
32;9;1;48000;40000;1;60;1;8;0;0
30;6;2;34500;30000;1;30;1;5;0;1
33;2;1;13000;10000;1;30;1;1;1;0
34;3;1;13000;10000;1;30;1;2;0;0
41;6;4;13000;10000;1;30;0;5;0;1
36;4;2;13000;10000;1;30;0;3;0;1
34;2;1;13000;10000;1;30;0;1;1;0
35;5;2;24500;20000;1;30;0;4;0;0
33;2;1;13000;10000;1;30;0;1;0;0
48;13;11;44000;40000;0;30;0;12;0;1
33;3;0;13000;10000;0;30;1;2;0;0
29;2;0;13000;10000;1;30;0;1;0;0
31;4;1;24500;20000;1;30;0;3;1;0
47;9;2;22250;20000;1;15;1;8;0;1
50;2;1;11500;10000;0;15;0;1;0;1
38;9;0;34500;30000;1;30;0;8;0;1
30;2;0;12500;10000;1;30;1;1;1;1
34;6;2;13000;10000;0;30;1;5;0;1
34;3;0;13000;10000;1;30;1;2;0;1
40;11;1;44000;40000;1;30;0;10;0;1
34;2;0;13000;10000;1;30;0;1;0;1
44;10;1;34500;30000;1;30;1;9;0;1
33;4;3;24500;20000;1;30;0;3;0;0
35;2;1;13000;10000;1;30;0;1;0;0
32;11;0;48000;40000;1;60;0;10;0;1
30;2;1;11500;10000;0;15;0;1;0;0
35;2;1;13000;10000;1;30;0;1;0;0
39;6;2;18375;15000;1;30;0;5;0;1
29;8;1;39000;30000;1;60;1;7;0;1
38;10;5;34500;30000;0;30;1;9;0;1
37;6;2;13000;10000;0;30;1;5;0;1
29;2;1;13000;10000;1;30;0;1;0;0
33;2;0;13000;10000;1;30;0;1;0;1
46;2;0;11500;10000;1;15;0;1;0;1
42;5;2;39000;30000;1;60;0;4;0;1
34;8;4;34500;30000;1;30;1;7;0;1
54;4;0;24500;20000;1;30;0;3;0;1
32;2;0;13000;10000;1;30;0;1;1;1
38;6;5;24500;20000;1;30;1;5;0;1
34;2;1;13000;10000;0;30;0;1;1;1
29;10;3;34500;30000;1;30;0;9;0;1
35;6;1;22250;20000;1;15;0;5;0;1
34;4;1;11500;10000;1;15;1;3;0;1
35;2;1;11500;10000;1;15;1;1;1;1
37;3;2;11500;10000;1;15;0;2;0;0
37;5;4;24500;20000;1;30;0;4;0;1
38;3;0;13000;10000;0;30;1;2;1;1
38;5;2;22250;20000;1;15;0;4;0;1
33;5;1;24500;20000;1;30;1;4;0;1
39;8;3;34500;30000;0;30;0;7;0;1
43;11;4;34500;30000;1;30;0;10;0;1
31;2;1;13000;10000;1;30;0;1;0;0
42;5;3;24500;20000;1;30;1;4;0;1
34;2;0;13000;10000;1;30;1;1;1;1
42;3;1;11500;10000;1;15;1;2;0;0
35;7;3;39000;30000;1;60;1;6;0;1
31;2;1;11500;10000;0;15;0;1;0;0
37;11;6;22000;20000;0;30;0;10;0;1
30;2;1;11500;10000;0;15;0;1;1;1
27;8;5;13000;10000;1;30;0;7;0;1
48;4;0;39000;30000;1;60;1;0;0;0
44;7;3;11500;10000;1;30;1;6;0;1
38;2;0;13000;10000;1;30;0;1;1;1
39;2;0;13000;10000;0;30;0;1;0;1
44;8;1;34500;30000;0;30;0;7;0;1
29;4;1;12250;10000;1;30;1;3;1;1
40;8;3;24500;20000;1;30;0;7;0;1
32;4;0;22250;20000;1;15;0;3;0;1
36;4;1;24500;20000;0;30;0;3;0;1
31;2;1;13000;10000;1;30;0;1;0;0
41;9;7;24500;20000;0;30;0;8;0;1
39;5;0;16687;15000;1;15;0;4;0;1
34;9;0;17250;15000;1;30;0;8;0;1
43;2;0;13000;10000;1;30;1;1;0;1
26;6;0;28750;25000;0;30;0;5;0;1
34;7;1;24500;20000;1;30;1;6;0;1
35;4;2;18375;15000;0;30;0;3;0;0
37;4;2;16687;15000;1;15;0;3;0;1
34;2;0;13000;10000;1;30;1;1;0;1
55;3;1;11500;10000;1;15;0;2;1;1
43;2;0;13000;10000;0;30;0;1;0;1
46;2;1;13000;10000;1;30;0;1;0;1
32;2;1;13000;10000;1;30;0;1;0;1
28;3;2;13000;10000;1;30;1;2;0;1
38;2;0;13000;10000;0;30;1;1;0;1
42;4;0;24500;20000;1;30;0;3;0;0
35;3;2;11500;10000;1;15;0;2;0;0
34;3;1;13000;10000;1;30;0;2;0;1
32;2;0;13000;10000;1;30;0;1;0;1
46;2;0;13000;10000;1;30;0;1;0;1
37;10;2;34500;30000;1;30;0;9;0;1
46;2;0;13000;10000;0;30;1;1;0;1
29;9;6;39000;30000;1;60;0;8;0;1
35;2;0;11500;10000;1;15;1;1;1;1
60;2;0;13000;10000;0;30;1;1;0;1
52;2;0;13000;10000;0;30;1;1;0;0
35;2;1;11500;10000;1;15;0;1;1;0
43;2;0;13000;10000;0;30;0;1;0;1
33;4;1;13000;10000;1;30;0;3;0;1
32;8;3;24500;20000;1;30;1;7;0;1
49;2;0;11500;10000;1;15;0;1;1;1
55;3;1;24500;20000;1;30;1;2;1;1
44;2;1;11500;10000;1;15;0;1;1;1
46;10;5;44000;40000;0;30;0;9;0;1
32;4;0;24500;20000;1;30;0;3;0;0
42;3;0;11500;10000;1;15;0;2;0;1
41;2;1;13000;10000;1;30;0;1;0;1
27;2;0;13000;10000;0;30;0;1;0;0
31;7;0;44000;40000;0;30;1;6;0;1
30;2;0;13000;10000;1;30;1;1;0;1
33;7;3;34500;30000;0;30;0;6;0;1
29;8;3;34500;30000;0;30;1;7;0;0
34;5;2;12250;10000;0;30;0;4;0;1
43;3;1;13000;10000;1;30;0;2;0;0
32;8;4;24500;20000;1;30;1;7;0;1
37;5;3;24500;20000;1;30;1;4;0;1
32;2;1;13000;10000;0;30;0;1;0;1
41;2;1;13000;10000;1;30;1;1;0;0
37;3;0;13000;10000;1;30;0;2;0;0
43;5;0;24500;20000;0;30;0;4;1;1
51;7;1;39000;30000;1;60;0;6;0;1
33;12;5;44000;40000;1;30;0;11;0;0
35;4;3;13000;10000;1;30;1;3;0;1
39;2;1;13000;10000;0;30;1;1;1;0
27;11;1;44000;40000;0;30;1;10;0;1
44;4;2;13000;10000;1;30;0;3;0;0
38;12;3;44000;40000;1;30;0;11;0;1
32;3;0;13000;10000;1;30;1;2;0;1
44;2;1;11500;10000;1;15;0;1;0;1
50;4;2;24500;20000;1;30;0;3;1;1
43;9;5;17250;15000;1;30;0;8;0;1
46;5;0;22250;20000;0;15;0;4;0;1
34;9;2;22000;20000;1;30;0;8;0;1
31;4;3;13000;10000;1;30;0;3;0;0
32;2;0;13000;10000;1;30;1;1;0;0
30;4;2;13000;10000;0;30;1;3;0;0
45;2;1;13000;10000;1;30;0;1;0;1
44;4;0;22250;20000;0;15;0;3;0;1
35;2;1;13000;10000;1;30;0;1;0;1
35;4;1;24500;20000;1;30;1;3;0;1
39;2;0;13000;10000;1;30;1;1;0;0
37;2;1;13000;10000;1;30;1;1;0;0
36;7;5;11500;10000;1;15;0;6;0;0
35;11;2;44000;40000;1;30;0;10;0;1
32;6;5;13000;10000;1;30;0;5;0;1
37;2;1;11500;10000;1;15;0;1;1;1
